region,subregion,station,abbreviation,elevation,year,month,precip,avg precip,pct of avg
SAN FRANCISCO BAY,NORTH SF BAY AREA,Lagunitas Lake,LGT,799,2011,Oct-Sep,,49.5,
SAN FRANCISCO BAY,NORTH SF BAY AREA,Lagunitas Lake,LGT,799,2011,Wat-Yr,,49.5,
SAN FRANCISCO BAY,NORTH SF BAY AREA,Fairfield,FRF,40,2011,Oct,2.38,1.26,189.0
SAN FRANCISCO BAY,NORTH SF BAY AREA,Fairfield,FRF,40,2011,Nov,2.5,2.64,95.0
SAN FRANCISCO BAY,NORTH SF BAY AREA,Fairfield,FRF,40,2011,Dec,7.13,3.77,189.0
SAN FRANCISCO BAY,NORTH SF BAY AREA,Fairfield,FRF,40,2011,Jan,0.55,5.11,11.0
SAN FRANCISCO BAY,NORTH SF BAY AREA,Fairfield,FRF,40,2011,Feb,4.26,3.27,130.0
SAN FRANCISCO BAY,NORTH SF BAY AREA,Fairfield,FRF,40,2011,Mar,5.05,2.54,199.0
SAN FRANCISCO BAY,NORTH SF BAY AREA,Fairfield,FRF,40,2011,Apr,0.39,1.43,27.0
SAN FRANCISCO BAY,NORTH SF BAY AREA,Fairfield,FRF,40,2011,May,0.96,0.36,267.0
SAN FRANCISCO BAY,NORTH SF BAY AREA,Fairfield,FRF,40,2011,Jun,1.21,0.15,807.0
SAN FRANCISCO BAY,NORTH SF BAY AREA,Fairfield,FRF,40,2011,Jul,0.0,0.04,0.0
SAN FRANCISCO BAY,NORTH SF BAY AREA,Fairfield,FRF,40,2011,Aug,0.0,0.1,0.0
SAN FRANCISCO BAY,NORTH SF BAY AREA,Fairfield,FRF,40,2011,Sep,,0.27,
SAN FRANCISCO BAY,NORTH SF BAY AREA,Fairfield,FRF,40,2011,Oct-Sep,,20.94,
SAN FRANCISCO BAY,NORTH SF BAY AREA,Fairfield,FRF,40,2011,Wat-Yr,,20.94,
SAN FRANCISCO BAY,NORTH SF BAY AREA,Napa Fire Department,NSH,35,2011,Oct,3.71,1.51,246.0
SAN FRANCISCO BAY,NORTH SF BAY AREA,Napa Fire Department,NSH,35,2011,Nov,3.05,2.87,106.0
SAN FRANCISCO BAY,NORTH SF BAY AREA,Napa Fire Department,NSH,35,2011,Dec,8.64,4.59,188.0
SAN FRANCISCO BAY,NORTH SF BAY AREA,Napa Fire Department,NSH,35,2011,Jan,1.28,5.05,25.0
SAN FRANCISCO BAY,NORTH SF BAY AREA,Napa Fire Department,NSH,35,2011,Feb,4.27,3.92,109.0
SAN FRANCISCO BAY,NORTH SF BAY AREA,Napa Fire Department,NSH,35,2011,Mar,8.95,3.3,271.0
SAN FRANCISCO BAY,NORTH SF BAY AREA,Napa Fire Department,NSH,35,2011,Apr,0.59,1.79,33.0
SAN FRANCISCO BAY,NORTH SF BAY AREA,Napa Fire Department,NSH,35,2011,May,1.89,0.61,310.0
SAN FRANCISCO BAY,NORTH SF BAY AREA,Napa Fire Department,NSH,35,2011,Jun,2.61,0.2,1305.0
SAN FRANCISCO BAY,NORTH SF BAY AREA,Napa Fire Department,NSH,35,2011,Jul,0.0,0.03,0.0
SAN FRANCISCO BAY,NORTH SF BAY AREA,Napa Fire Department,NSH,35,2011,Aug,,0.07,
SAN FRANCISCO BAY,NORTH SF BAY AREA,Napa Fire Department,NSH,35,2011,Sep,0.0,0.24,0.0
SAN FRANCISCO BAY,NORTH SF BAY AREA,Napa Fire Department,NSH,35,2011,Oct-Sep,,24.18,
SAN FRANCISCO BAY,NORTH SF BAY AREA,Napa Fire Department,NSH,35,2011,Wat-Yr,,24.18,
SAN FRANCISCO BAY,SOUTH SF BAY AREA,Mount Hamilton,HML,4206,2011,Oct,2.51,1.24,202.0
SAN FRANCISCO BAY,SOUTH SF BAY AREA,Mount Hamilton,HML,4206,2011,Nov,4.87,2.73,178.0
SAN FRANCISCO BAY,SOUTH SF BAY AREA,Mount Hamilton,HML,4206,2011,Dec,6.9,4.57,151.0
SAN FRANCISCO BAY,SOUTH SF BAY AREA,Mount Hamilton,HML,4206,2011,Jan,1.65,4.57,36.0
SAN FRANCISCO BAY,SOUTH SF BAY AREA,Mount Hamilton,HML,4206,2011,Feb,5.13,4.09,125.0
SAN FRANCISCO BAY,SOUTH SF BAY AREA,Mount Hamilton,HML,4206,2011,Mar,8.14,3.58,227.0
SAN FRANCISCO BAY,SOUTH SF BAY AREA,Mount Hamilton,HML,4206,2011,Apr,1.03,2.23,46.0
SAN FRANCISCO BAY,SOUTH SF BAY AREA,Mount Hamilton,HML,4206,2011,May,1.94,0.74,262.0
SAN FRANCISCO BAY,SOUTH SF BAY AREA,Mount Hamilton,HML,4206,2011,Jun,1.52,0.18,844.0
SAN FRANCISCO BAY,SOUTH SF BAY AREA,Mount Hamilton,HML,4206,2011,Jul,0.0,0.03,0.0
SAN FRANCISCO BAY,SOUTH SF BAY AREA,Mount Hamilton,HML,4206,2011,Aug,0.0,0.05,0.0
SAN FRANCISCO BAY,SOUTH SF BAY AREA,Mount Hamilton,HML,4206,2011,Sep,0.0,0.15,0.0
SAN FRANCISCO BAY,SOUTH SF BAY AREA,Mount Hamilton,HML,4206,2011,Oct-Sep,33.69,24.16,139.0
SAN FRANCISCO BAY,SOUTH SF BAY AREA,Mount Hamilton,HML,4206,2011,Wat-Yr,,24.16,139.0
SAN FRANCISCO BAY,SOUTH SF BAY AREA,San Francisco Wb Ap,SFF,8,2011,Oct,1.81,1.06,171.0
SAN FRANCISCO BAY,SOUTH SF BAY AREA,San Francisco Wb Ap,SFF,8,2011,Nov,3.1,2.37,131.0
SAN FRANCISCO BAY,SOUTH SF BAY AREA,San Francisco Wb Ap,SFF,8,2011,Dec,5.69,3.72,153.0
SAN FRANCISCO BAY,SOUTH SF BAY AREA,San Francisco Wb Ap,SFF,8,2011,Jan,0.94,4.41,21.0
SAN FRANCISCO BAY,SOUTH SF BAY AREA,San Francisco Wb Ap,SFF,8,2011,Feb,4.79,3.29,146.0
SAN FRANCISCO BAY,SOUTH SF BAY AREA,San Francisco Wb Ap,SFF,8,2011,Mar,5.7,2.76,207.0
SAN FRANCISCO BAY,SOUTH SF BAY AREA,San Francisco Wb Ap,SFF,8,2011,Apr,0.33,1.42,23.0
SAN FRANCISCO BAY,SOUTH SF BAY AREA,San Francisco Wb Ap,SFF,8,2011,May,0.47,0.44,107.0
SAN FRANCISCO BAY,SOUTH SF BAY AREA,San Francisco Wb Ap,SFF,8,2011,Jun,1.49,0.15,993.0
SAN FRANCISCO BAY,SOUTH SF BAY AREA,San Francisco Wb Ap,SFF,8,2011,Jul,0.0,0.03,0.0
SAN FRANCISCO BAY,SOUTH SF BAY AREA,San Francisco Wb Ap,SFF,8,2011,Aug,0.0,0.06,0.0
SAN FRANCISCO BAY,SOUTH SF BAY AREA,San Francisco Wb Ap,SFF,8,2011,Sep,0.01,0.19,5.0
SAN FRANCISCO BAY,SOUTH SF BAY AREA,San Francisco Wb Ap,SFF,8,2011,Oct-Sep,24.33,19.9,122.0
SAN FRANCISCO BAY,SOUTH SF BAY AREA,San Francisco Wb Ap,SFF,8,2011,Wat-Yr,,19.9,122.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Hollister,HLS,275,2011,Oct,0.8,0.52,154.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Hollister,HLS,275,2011,Nov,2.11,1.52,139.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Hollister,HLS,275,2011,Dec,2.02,2.44,83.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Hollister,HLS,275,2011,Jan,2.3,2.58,89.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Hollister,HLS,275,2011,Feb,2.88,2.28,126.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Hollister,HLS,275,2011,Mar,3.03,1.89,160.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Hollister,HLS,275,2011,Apr,0.25,1.12,22.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Hollister,HLS,275,2011,May,0.81,0.3,270.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Hollister,HLS,275,2011,Jun,0.33,0.08,412.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Hollister,HLS,275,2011,Jul,0.0,0.06,0.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Hollister,HLS,275,2011,Aug,0.0,0.06,0.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Hollister,HLS,275,2011,Sep,0.0,0.22,0.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Hollister,HLS,275,2011,Oct-Sep,14.53,13.07,111.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Hollister,HLS,275,2011,Wat-Yr,,13.07,111.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Santa Cruz,CRZ,130,2011,Oct,3.16,1.37,231.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Santa Cruz,CRZ,130,2011,Nov,4.01,3.25,123.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Santa Cruz,CRZ,130,2011,Dec,9.37,5.76,163.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Santa Cruz,CRZ,130,2011,Jan,2.19,6.43,34.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Santa Cruz,CRZ,130,2011,Feb,5.75,5.4,106.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Santa Cruz,CRZ,130,2011,Mar,10.87,4.0,272.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Santa Cruz,CRZ,130,2011,Apr,0.66,2.21,30.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Santa Cruz,CRZ,130,2011,May,1.53,0.72,212.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Santa Cruz,CRZ,130,2011,Jun,2.35,0.21,1119.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Santa Cruz,CRZ,130,2011,Jul,0.01,0.1,10.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Santa Cruz,CRZ,130,2011,Aug,0.06,0.11,55.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Santa Cruz,CRZ,130,2011,Sep,0.05,0.28,18.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Santa Cruz,CRZ,130,2011,Oct-Sep,40.01,29.84,134.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Santa Cruz,CRZ,130,2011,Wat-Yr,,29.84,134.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Watsonville Water,WTW,95,2011,Oct,1.62,0.96,169.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Watsonville Water,WTW,95,2011,Nov,3.23,2.35,137.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Watsonville Water,WTW,95,2011,Dec,6.67,4.07,164.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Watsonville Water,WTW,95,2011,Jan,2.01,4.33,46.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Watsonville Water,WTW,95,2011,Feb,4.65,3.68,126.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Watsonville Water,WTW,95,2011,Mar,7.88,2.98,264.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Watsonville Water,WTW,95,2011,Apr,0.27,1.64,16.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Watsonville Water,WTW,95,2011,May,,0.4,
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Watsonville Water,WTW,95,2011,Jun,1.11,0.14,793.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Watsonville Water,WTW,95,2011,Jul,0.01,0.06,17.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Watsonville Water,WTW,95,2011,Aug,0.03,0.68,4.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Watsonville Water,WTW,95,2011,Sep,0.0,0.24,0.0
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Watsonville Water,WTW,95,2011,Oct-Sep,,21.53,
CENTRAL COAST,SANTA CRUZ - PAJARO RIVER,Watsonville Water,WTW,95,2011,Wat-Yr,,21.53,
CENTRAL COAST,SALINAS RIVER,Priest Valley,PSV,2300,2011,Oct,1.43,0.7,204.0
CENTRAL COAST,SALINAS RIVER,Priest Valley,PSV,2300,2011,Nov,2.22,2.05,108.0
CENTRAL COAST,SALINAS RIVER,Priest Valley,PSV,2300,2011,Dec,8.76,3.71,236.0
CENTRAL COAST,SALINAS RIVER,Priest Valley,PSV,2300,2011,Jan,3.11,4.15,75.0
CENTRAL COAST,SALINAS RIVER,Priest Valley,PSV,2300,2011,Feb,6.56,4.25,154.0
CENTRAL COAST,SALINAS RIVER,Priest Valley,PSV,2300,2011,Mar,7.16,3.26,220.0
CENTRAL COAST,SALINAS RIVER,Priest Valley,PSV,2300,2011,Apr,2.77,1.72,161.0
CENTRAL COAST,SALINAS RIVER,Priest Valley,PSV,2300,2011,May,,0.44,
CENTRAL COAST,SALINAS RIVER,Priest Valley,PSV,2300,2011,Jun,,0.08,
CENTRAL COAST,SALINAS RIVER,Priest Valley,PSV,2300,2011,Jul,,0.04,
CENTRAL COAST,SALINAS RIVER,Priest Valley,PSV,2300,2011,Aug,,0.07,
CENTRAL COAST,SALINAS RIVER,Priest Valley,PSV,2300,2011,Sep,,0.26,
CENTRAL COAST,SALINAS RIVER,Priest Valley,PSV,2300,2011,Oct-Sep,,20.73,
CENTRAL COAST,SALINAS RIVER,Priest Valley,PSV,2300,2011,Wat-Yr,,20.73,
CENTRAL COAST,SALINAS RIVER,Salinas River At Paso Robles,PAS,700,2011,Oct,0.8,0.47,170.0
CENTRAL COAST,SALINAS RIVER,Salinas River At Paso Robles,PAS,700,2011,Nov,1.32,1.39,95.0
CENTRAL COAST,SALINAS RIVER,Salinas River At Paso Robles,PAS,700,2011,Dec,6.16,2.63,234.0
CENTRAL COAST,SALINAS RIVER,Salinas River At Paso Robles,PAS,700,2011,Jan,1.92,3.12,62.0
CENTRAL COAST,SALINAS RIVER,Salinas River At Paso Robles,PAS,700,2011,Feb,2.84,2.65,107.0
CENTRAL COAST,SALINAS RIVER,Salinas River At Paso Robles,PAS,700,2011,Mar,5.12,2.23,230.0
CENTRAL COAST,SALINAS RIVER,Salinas River At Paso Robles,PAS,700,2011,Apr,0.24,0.99,24.0
CENTRAL COAST,SALINAS RIVER,Salinas River At Paso Robles,PAS,700,2011,May,0.92,0.28,329.0
CENTRAL COAST,SALINAS RIVER,Salinas River At Paso Robles,PAS,700,2011,Jun,0.36,0.05,720.0
CENTRAL COAST,SALINAS RIVER,Salinas River At Paso Robles,PAS,700,2011,Jul,0.0,0.06,0.0
CENTRAL COAST,SALINAS RIVER,Salinas River At Paso Robles,PAS,700,2011,Aug,0.0,0.03,0.0
CENTRAL COAST,SALINAS RIVER,Salinas River At Paso Robles,PAS,700,2011,Sep,0.0,0.2,0.0
CENTRAL COAST,SALINAS RIVER,Salinas River At Paso Robles,PAS,700,2011,Oct-Sep,19.68,14.1,140.0
CENTRAL COAST,SALINAS RIVER,Salinas River At Paso Robles,PAS,700,2011,Wat-Yr,,14.1,140.0
CENTRAL COAST,SALINAS RIVER,San Luis Obispo Poly,SLO,315,2011,Oct,1.7,0.82,207.0
CENTRAL COAST,SALINAS RIVER,San Luis Obispo Poly,SLO,315,2011,Nov,1.85,2.11,88.0
CENTRAL COAST,SALINAS RIVER,San Luis Obispo Poly,SLO,315,2011,Dec,9.66,4.17,232.0
CENTRAL COAST,SALINAS RIVER,San Luis Obispo Poly,SLO,315,2011,Jan,2.56,4.91,52.0
CENTRAL COAST,SALINAS RIVER,San Luis Obispo Poly,SLO,315,2011,Feb,3.7,4.58,81.0
CENTRAL COAST,SALINAS RIVER,San Luis Obispo Poly,SLO,315,2011,Mar,7.97,3.27,244.0
CENTRAL COAST,SALINAS RIVER,San Luis Obispo Poly,SLO,315,2011,Apr,0.28,1.83,15.0
CENTRAL COAST,SALINAS RIVER,San Luis Obispo Poly,SLO,315,2011,May,1.12,0.37,303.0
CENTRAL COAST,SALINAS RIVER,San Luis Obispo Poly,SLO,315,2011,Jun,1.34,0.11,1218.0
CENTRAL COAST,SALINAS RIVER,San Luis Obispo Poly,SLO,315,2011,Jul,0.03,0.04,75.0
CENTRAL COAST,SALINAS RIVER,San Luis Obispo Poly,SLO,315,2011,Aug,0.0,0.06,0.0
CENTRAL COAST,SALINAS RIVER,San Luis Obispo Poly,SLO,315,2011,Sep,0.01,0.2,5.0
CENTRAL COAST,SALINAS RIVER,San Luis Obispo Poly,SLO,315,2011,Oct-Sep,30.22,22.47,134.0
CENTRAL COAST,SALINAS RIVER,San Luis Obispo Poly,SLO,315,2011,Wat-Yr,,22.47,134.0
CENTRAL COAST,SALINAS RIVER,Big Sur State Park,BGS,240,2011,Oct,2.17,1.91,114.0
CENTRAL COAST,SALINAS RIVER,Big Sur State Park,BGS,240,2011,Nov,3.81,4.45,86.0
CENTRAL COAST,SALINAS RIVER,Big Sur State Park,BGS,240,2011,Dec,7.38,7.72,96.0
CENTRAL COAST,SALINAS RIVER,Big Sur State Park,BGS,240,2011,Jan,3.64,8.66,42.0
CENTRAL COAST,SALINAS RIVER,Big Sur State Park,BGS,240,2011,Feb,7.27,7.57,96.0
CENTRAL COAST,SALINAS RIVER,Big Sur State Park,BGS,240,2011,Mar,12.21,5.7,214.0
CENTRAL COAST,SALINAS RIVER,Big Sur State Park,BGS,240,2011,Apr,0.7,3.25,22.0
CENTRAL COAST,SALINAS RIVER,Big Sur State Park,BGS,240,2011,May,2.57,0.84,306.0
CENTRAL COAST,SALINAS RIVER,Big Sur State Park,BGS,240,2011,Jun,4.01,0.26,1542.0
CENTRAL COAST,SALINAS RIVER,Big Sur State Park,BGS,240,2011,Jul,0.0,0.04,0.0
CENTRAL COAST,SALINAS RIVER,Big Sur State Park,BGS,240,2011,Aug,0.0,0.08,0.0
CENTRAL COAST,SALINAS RIVER,Big Sur State Park,BGS,240,2011,Sep,0.0,0.36,0.0
CENTRAL COAST,SALINAS RIVER,Big Sur State Park,BGS,240,2011,Oct-Sep,43.76,40.84,107.0
CENTRAL COAST,SALINAS RIVER,Big Sur State Park,BGS,240,2011,Wat-Yr,,40.84,107.0
CENTRAL COAST,SALINAS RIVER,Salinas No2,SAP,45,2011,Oct,0.65,0.56,116.0
CENTRAL COAST,SALINAS RIVER,Salinas No2,SAP,45,2011,Nov,2.22,1.39,160.0
CENTRAL COAST,SALINAS RIVER,Salinas No2,SAP,45,2011,Dec,3.53,2.6,136.0
CENTRAL COAST,SALINAS RIVER,Salinas No2,SAP,45,2011,Jan,1.49,2.76,54.0
CENTRAL COAST,SALINAS RIVER,Salinas No2,SAP,45,2011,Feb,3.24,2.44,133.0
CENTRAL COAST,SALINAS RIVER,Salinas No2,SAP,45,2011,Mar,3.16,2.04,155.0
CENTRAL COAST,SALINAS RIVER,Salinas No2,SAP,45,2011,Apr,0.21,1.22,17.0
CENTRAL COAST,SALINAS RIVER,Salinas No2,SAP,45,2011,May,0.72,0.3,240.0
CENTRAL COAST,SALINAS RIVER,Salinas No2,SAP,45,2011,Jun,0.34,0.09,378.0
CENTRAL COAST,SALINAS RIVER,Salinas No2,SAP,45,2011,Jul,0.0,0.04,0.0
CENTRAL COAST,SALINAS RIVER,Salinas No2,SAP,45,2011,Aug,0.0,0.06,0.0
CENTRAL COAST,SALINAS RIVER,Salinas No2,SAP,45,2011,Sep,0.02,0.18,11.0
CENTRAL COAST,SALINAS RIVER,Salinas No2,SAP,45,2011,Oct-Sep,15.58,13.68,114.0
CENTRAL COAST,SALINAS RIVER,Salinas No2,SAP,45,2011,Wat-Yr,,13.68,114.0
CENTRAL COAST,SANTA BARBARA AREA,Juncal Dam,JNL,2075,2011,Oct,1.95,0.85,229.0
CENTRAL COAST,SANTA BARBARA AREA,Juncal Dam,JNL,2075,2011,Nov,2.45,2.66,92.0
CENTRAL COAST,SANTA BARBARA AREA,Juncal Dam,JNL,2075,2011,Dec,14.04,4.89,287.0
CENTRAL COAST,SANTA BARBARA AREA,Juncal Dam,JNL,2075,2011,Jan,1.73,5.96,29.0
CENTRAL COAST,SANTA BARBARA AREA,Juncal Dam,JNL,2075,2011,Feb,5.09,6.22,82.0
CENTRAL COAST,SANTA BARBARA AREA,Juncal Dam,JNL,2075,2011,Mar,10.64,4.37,243.0
CENTRAL COAST,SANTA BARBARA AREA,Juncal Dam,JNL,2075,2011,Apr,0.08,2.35,3.0
CENTRAL COAST,SANTA BARBARA AREA,Juncal Dam,JNL,2075,2011,May,1.18,0.43,274.0
CENTRAL COAST,SANTA BARBARA AREA,Juncal Dam,JNL,2075,2011,Jun,0.52,0.1,520.0
CENTRAL COAST,SANTA BARBARA AREA,Juncal Dam,JNL,2075,2011,Jul,,0.03,
CENTRAL COAST,SANTA BARBARA AREA,Juncal Dam,JNL,2075,2011,Aug,0.0,0.05,0.0
CENTRAL COAST,SANTA BARBARA AREA,Juncal Dam,JNL,2075,2011,Sep,0.0,0.62,0.0
CENTRAL COAST,SANTA BARBARA AREA,Juncal Dam,JNL,2075,2011,Oct-Sep,,28.53,
CENTRAL COAST,SANTA BARBARA AREA,Juncal Dam,JNL,2075,2011,Wat-Yr,,28.53,
CENTRAL COAST,SANTA BARBARA AREA,Cachuma Lake,CCH,781,2011,Oct,2.24,0.56,400.0
CENTRAL COAST,SANTA BARBARA AREA,Cachuma Lake,CCH,781,2011,Nov,1.42,1.77,80.0
CENTRAL COAST,SANTA BARBARA AREA,Cachuma Lake,CCH,781,2011,Dec,9.48,3.09,307.0
CENTRAL COAST,SANTA BARBARA AREA,Cachuma Lake,CCH,781,2011,Jan,1.84,4.22,44.0
CENTRAL COAST,SANTA BARBARA AREA,Cachuma Lake,CCH,781,2011,Feb,3.36,4.16,81.0
CENTRAL COAST,SANTA BARBARA AREA,Cachuma Lake,CCH,781,2011,Mar,11.85,3.32,357.0
CENTRAL COAST,SANTA BARBARA AREA,Cachuma Lake,CCH,781,2011,Apr,0.14,1.22,11.0
CENTRAL COAST,SANTA BARBARA AREA,Cachuma Lake,CCH,781,2011,May,0.42,0.34,124.0
CENTRAL COAST,SANTA BARBARA AREA,Cachuma Lake,CCH,781,2011,Jun,0.46,0.07,657.0
CENTRAL COAST,SANTA BARBARA AREA,Cachuma Lake,CCH,781,2011,Jul,0.0,0.03,0.0
CENTRAL COAST,SANTA BARBARA AREA,Cachuma Lake,CCH,781,2011,Aug,0.0,0.04,0.0
CENTRAL COAST,SANTA BARBARA AREA,Cachuma Lake,CCH,781,2011,Sep,0.0,0.28,0.0
CENTRAL COAST,SANTA BARBARA AREA,Cachuma Lake,CCH,781,2011,Oct-Sep,31.21,19.1,163.0
CENTRAL COAST,SANTA BARBARA AREA,Cachuma Lake,CCH,781,2011,Wat-Yr,,19.1,163.0
CENTRAL COAST,SANTA BARBARA AREA,Santa Barbara Sanitation,SBR,5,2011,Oct,2.0,0.44,455.0
CENTRAL COAST,SANTA BARBARA AREA,Santa Barbara Sanitation,SBR,5,2011,Nov,1.57,1.86,84.0
CENTRAL COAST,SANTA BARBARA AREA,Santa Barbara Sanitation,SBR,5,2011,Dec,10.36,3.2,324.0
CENTRAL COAST,SANTA BARBARA AREA,Santa Barbara Sanitation,SBR,5,2011,Jan,1.19,3.85,31.0
CENTRAL COAST,SANTA BARBARA AREA,Santa Barbara Sanitation,SBR,5,2011,Feb,3.8,3.94,96.0
CENTRAL COAST,SANTA BARBARA AREA,Santa Barbara Sanitation,SBR,5,2011,Mar,7.5,2.86,262.0
CENTRAL COAST,SANTA BARBARA AREA,Santa Barbara Sanitation,SBR,5,2011,Apr,0.01,1.37,1.0
CENTRAL COAST,SANTA BARBARA AREA,Santa Barbara Sanitation,SBR,5,2011,May,0.55,0.29,190.0
CENTRAL COAST,SANTA BARBARA AREA,Santa Barbara Sanitation,SBR,5,2011,Jun,1.43,0.08,1788.0
CENTRAL COAST,SANTA BARBARA AREA,Santa Barbara Sanitation,SBR,5,2011,Jul,0.0,0.04,0.0
CENTRAL COAST,SANTA BARBARA AREA,Santa Barbara Sanitation,SBR,5,2011,Aug,0.0,0.05,0.0
CENTRAL COAST,SANTA BARBARA AREA,Santa Barbara Sanitation,SBR,5,2011,Sep,0.0,0.17,0.0
CENTRAL COAST,SANTA BARBARA AREA,Santa Barbara Sanitation,SBR,5,2011,Oct-Sep,28.41,18.15,157.0
CENTRAL COAST,SANTA BARBARA AREA,Santa Barbara Sanitation,SBR,5,2011,Wat-Yr,,18.15,157.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Mount Wilson No 2,WLS,5709,2011,Oct,2.27,1.09,208.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Mount Wilson No 2,WLS,5709,2011,Nov,1.89,3.63,52.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Mount Wilson No 2,WLS,5709,2011,Dec,15.71,5.51,285.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Mount Wilson No 2,WLS,5709,2011,Jan,0.55,6.96,8.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Mount Wilson No 2,WLS,5709,2011,Feb,4.84,7.8,62.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Mount Wilson No 2,WLS,5709,2011,Mar,6.11,5.37,114.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Mount Wilson No 2,WLS,5709,2011,Apr,0.03,2.66,1.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Mount Wilson No 2,WLS,5709,2011,May,0.49,0.56,87.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Mount Wilson No 2,WLS,5709,2011,Jun,0.07,0.1,70.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Mount Wilson No 2,WLS,5709,2011,Jul,0.1,0.03,333.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Mount Wilson No 2,WLS,5709,2011,Aug,0.25,0.15,167.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Mount Wilson No 2,WLS,5709,2011,Sep,0.19,0.72,26.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Mount Wilson No 2,WLS,5709,2011,Oct-Sep,32.5,34.58,94.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Mount Wilson No 2,WLS,5709,2011,Wat-Yr,,34.58,94.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Los Angeles Civic Center,LCC,270,2011,Oct,0.94,0.29,324.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Los Angeles Civic Center,LCC,270,2011,Nov,0.53,2.0,26.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Los Angeles Civic Center,LCC,270,2011,Dec,10.23,2.09,489.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Los Angeles Civic Center,LCC,270,2011,Jan,0.79,2.96,27.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Los Angeles Civic Center,LCC,270,2011,Feb,3.29,2.92,113.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Los Angeles Civic Center,LCC,270,2011,Mar,3.96,2.4,165.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Los Angeles Civic Center,LCC,270,2011,Apr,0.0,1.15,0.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Los Angeles Civic Center,LCC,270,2011,May,0.45,0.16,281.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Los Angeles Civic Center,LCC,270,2011,Jun,0.0,0.03,0.0
SOUTH COAST,VENTURA - LOS ANGELES AREA,Los Angeles Civic Center,LCC,270,2011,Jul,0.0,0.01,0.0
